X,Y,Temperature
13,11,43.43
14,11,44.39
15,11,45.55
16,11,46.91
17,11,48.50
18,11,50.31
19,11,52.35
20,11,54.59
21,11,57.00
22,11,59.56
23,11,62.20
24,11,64.86
25,11,67.48
26,11,69.96
27,11,72.24
28,11,74.24
29,11,75.87
30,11,77.09
31,11,77.84
32,11,78.09
33,11,77.84
34,11,77.09
35,11,75.87
36,11,74.24
37,11,72.24
38,11,69.96
39,11,67.48
40,11,64.86
41,11,62.20
42,11,59.56
43,11,57.00
44,11,54.59
45,11,52.35
46,11,50.31
47,11,48.50
48,11,46.91
49,11,45.55
50,11,44.39
51,11,43.43
52,11,42.65
53,11,42.01
54,11,41.51
55,11,41.12
56,11,40.82
57,11,40.59
58,11,40.42
59,11,40.30
60,11,40.20
61,11,40.14
62,11,40.09
63,11,40.06
64,11,40.04
65,11,40.03
66,11,40.02
67,11,40.01
68,11,40.01
69,11,40.00
70,11,40.00
71,11,40.00
72,11,40.00
73,11,40.00
74,11,40.00
75,11,40.00
76,11,40.00
77,11,40.00
78,11,40.00
79,11,40.00
80,11,40.00
81,11,40.00
82,11,40.00
83,11,40.00
84,11,40.00
85,11,40.00
86,11,40.00
87,11,40.00
88,11,40.00
89,11,40.00
90,11,40.00
91,11,40.00
92,11,40.01
93,11,40.01
94,11,40.01
95,11,40.01
96,11,40.01
97,11,40.01
98,11,40.01
99,11,40.01
100,11,40.01
101,11,40.00
102,11,40.00
103,11,40.00
104,11,40.00
105,11,40.00
106,11,40.00
107,11,40.00
108,11,40.00
109,11,40.00
110,11,40.00
111,11,40.00
112,11,40.00
113,11,40.00
114,11,40.00
115,11,40.00
116,11,40.00
117,11,40.00
118,11,40.00
119,11,40.00
120,11,40.00
121,11,40.00
122,11,40.00
123,11,40.00
124,11,40.00
125,11,40.00
126,11,40.00
127,11,40.00
0,12,40.04
1,12,40.07
2,12,40.10
3,12,40.15
4,12,40.22
5,12,40.31
6,12,40.45
7,12,40.63
8,12,40.87
9,12,41.19
